amount,bv_number,hour,intensity,load,minute,month,point,precip,red_day,speed,temp,weekday
152,5,23,0,10,1401,7,9,0,0,15,17,2
155,5,23,0,2,1401,7,6,0,0,65,17,2
258,5,23,0,11,1402,7,9,0,0,22,17,2
262,5,23,0,3,1402,7,4,0,0,81,17,2
100,5,23,0,2,1407,7,8,0,0,46,17,2
87,5,23,0,1,1407,7,4,0,0,81,17,2
216,5,23,0,6,1408,7,8,0,0,33,17,2
184,5,23,0,7,1408,7,9,0,0,26,17,2
79,5,23,0,5,1409,7,9,0,0,15,17,2
105,5,23,0,7,1410,7,9,0,0,15,17,2
215,5,23,0,4,1410,7,8,0,0,46,17,2
45,5,23,0,0,1411,7,6,0,0,67,17,2
288,5,23,0,6,1411,7,8,0,0,45,17,2
229,5,23,0,5,1412,7,8,0,0,42,17,2
63,5,23,0,1,1412,7,8,0,0,42,17,2
132,5,23,0,1,1413,7,4,0,0,86,17,2
239,5,23,0,3,1414,7,6,0,0,66,17,2
166,5,23,0,2,1414,7,5,0,0,73,17,2
77,5,23,0,3,1415,7,9,0,0,25,17,2
110,5,23,0,1,1415,7,6,0,0,67,17,2
63,5,23,0,1,1416,7,8,0,0,42,17,2
136,5,23,0,9,1417,7,9,0,0,15,17,2
89,5,23,0,2,1417,7,8,0,0,41,17,2
145,5,23,0,2,1418,7,6,0,0,66,17,2
109,5,23,0,1,1418,7,5,0,0,73,17,2
144,5,23,0,1,1419,7,4,0,0,81,17,2
54,5,23,0,1,1420,7,8,0,0,37,17,2
131,5,23,0,3,1420,7,8,0,0,33,17,2
102,5,23,0,2,1421,7,8,0,0,46,17,2
266,5,23,0,3,1421,7,4,0,0,82,17,2
100,5,23,0,1,1422,7,7,0,0,54,17,2
277,5,0,0,5,23,7,8,0,0,49,20,3
49,5,0,0,2,27,7,9,0,0,20,20,3
136,5,0,0,4,28,7,9,0,0,28,20,3
96,5,0,0,1,28,7,1,0,0,70,20,3
145,5,0,0,2,29,7,7,0,0,55,20,3
239,5,0,0,13,29,7,9,0,0,18,20,3
240,5,0,0,6,30,7,8,0,0,35,20,3
65,5,0,0,2,30,7,8,0,0,31,20,3
252,5,0,0,7,31,7,8,0,0,32,20,3
45,5,0,0,0,32,7,6,0,0,64,20,3
226,5,0,0,11,32,7,9,0,0,19,20,3
259,5,0,0,3,33,7,5,0,0,73,20,3
169,5,0,0,2,33,7,6,0,0,69,20,3
295,5,0,0,4,34,7,5,0,0,73,20,3
192,5,0,0,2,35,7,6,0,0,69,20,3
178,5,0,0,5,35,7,8,0,0,32,20,3
114,5,0,0,1,36,7,4,0,0,82,20,3
88,5,0,0,2,36,7,8,0,0,44,20,3
136,5,0,0,2,36,7,8,0,0,46,20,3
103,5,0,0,2,37,7,8,0,0,45,20,3
273,5,0,0,3,38,7,6,0,0,69,20,3
40,5,0,0,3,38,7,9,0,0,12,20,3
122,5,0,0,1,39,7,1,0,0,90,20,3
141,5,0,0,1,39,7,4,0,0,83,20,3
171,5,0,0,2,40,7,4,0,0,82,20,3
222,5,0,0,10,41,7,9,0,0,22,20,3
162,5,0,0,6,41,7,9,0,0,27,20,3
61,5,0,0,0,42,7,5,0,0,78,20,3
226,5,0,0,5,42,7,8,0,0,40,20,3
61,5,0,0,2,43,7,9,0,0,25,20,3
87,5,0,0,1,43,7,7,0,0,56,20,3
88,5,0,0,3,44,7,9,0,0,28,20,3
101,5,0,0,1,45,7,5,0,0,77,20,3
273,5,0,0,10,45,7,9,0,0,25,20,3
184,5,0,0,5,46,7,8,0,0,32,20,3
281,5,0,0,4,46,7,7,0,0,58,20,3
282,5,0,0,4,47,7,6,0,0,64,20,3
179,5,0,0,5,48,7,8,0,0,31,20,3
205,5,0,0,5,48,7,8,0,0,41,20,3
150,5,0,0,7,49,7,9,0,0,20,20,3
53,5,0,0,0,49,7,6,0,0,63,20,3
54,5,0,0,0,50,7,4,0,0,86,20,3
219,5,0,0,3,51,7,1,0,0,70,20,3
126,5,0,0,1,51,7,6,0,0,67,20,3
200,5,0,0,4,52,7,8,0,0,41,20,3
225,5,0,0,12,52,7,9,0,0,18,20,3
251,5,0,0,5,53,7,8,0,0,44,20,3
213,5,0,0,4,53,7,7,0,0,52,20,3
279,5,0,0,5,54,7,1,0,0,50,20,3
108,5,0,0,1,55,7,4,0,0,86,20,3
107,5,0,0,3,55,7,1,0,0,30,20,3
44,5,0,0,0,56,7,6,0,0,64,20,3
180,5,0,0,5,56,7,8,0,0,32,20,3
274,5,0,0,6,57,7,8,0,0,42,20,3
213,5,0,0,3,58,7,6,0,0,68,20,3
99,5,0,0,2,58,7,8,0,0,38,20,3
67,5,0,0,1,59,7,8,0,0,46,20,3
85,5,0,0,7,59,7,9,0,0,12,20,3
269,5,1,0,14,60,7,9,0,0,18,24,3
162,5,1,0,6,61,7,9,0,0,27,24,3
61,5,1,0,0,61,7,5,0,0,78,24,3
226,5,1,0,5,62,7,8,0,0,40,24,3
61,5,1,0,2,62,7,9,0,0,25,24,3
87,5,1,0,1,63,7,7,0,0,56,24,3
88,5,1,0,3,63,7,9,0,0,28,24,3
101,5,1,0,1,64,7,5,0,0,77,24,3
273,5,1,0,10,65,7,9,0,0,25,24,3
184,5,1,0,5,65,7,8,0,0,32,24,3
281,5,1,0,4,66,7,7,0,0,58,24,3
282,5,1,0,4,66,7,6,0,0,64,24,3
179,5,1,0,5,67,7,8,0,0,31,24,3
205,5,1,0,5,68,7,8,0,0,41,24,3
150,5,1,0,7,68,7,9,0,0,20,24,3
53,5,1,0,0,69,7,6,0,0,63,24,3
54,5,1,0,0,69,7,4,0,0,86,24,3
219,5,1,0,3,70,7,1,0,0,70,24,3
126,5,1,0,1,71,7,6,0,0,67,24,3
200,5,1,0,4,71,7,8,0,0,41,24,3
225,5,1,0,12,72,7,9,0,0,18,24,3
251,5,1,0,5,72,7,8,0,0,44,24,3
213,5,1,0,4,73,7,7,0,0,52,24,3
279,5,1,0,5,73,7,1,0,0,50,24,3
108,5,1,0,1,74,7,4,0,0,86,24,3
107,5,1,0,3,75,7,1,0,0,30,24,3
44,5,1,0,0,75,7,6,0,0,64,24,3
180,5,1,0,5,76,7,8,0,0,32,24,3
274,5,1,0,6,76,7,8,0,0,42,24,3
213,5,1,0,3,77,7,6,0,0,68,24,3
99,5,1,0,2,78,7,8,0,0,38,24,3
67,5,1,0,1,78,7,8,0,0,46,24,3
85,5,1,0,7,79,7,9,0,0,12,24,3
269,5,1,0,14,79,7,9,0,0,18,24,3
70,5,1,0,1,80,7,8,0,0,45,24,3
244,5,1,0,5,81,7,8,0,0,43,24,3
131,5,1,0,1,81,7,5,0,0,72,24,3
187,5,1,0,2,82,7,5,0,0,78,24,3
167,5,1,0,3,82,7,8,0,0,48,24,3
279,5,1,0,3,83,7,4,0,0,89,24,3
125,5,1,0,2,83,7,7,0,0,51,24,3
230,5,1,0,5,84,7,8,0,0,42,24,3
284,5,1,0,6,85,7,8,0,0,44,24,3
94,5,1,0,1,85,7,4,0,0,87,24,3
191,5,1,0,2,86,7,6,0,0,64,24,3
73,5,1,0,0,86,7,5,0,0,78,24,3
248,5,1,0,6,87,7,8,0,0,40,24,3
237,5,1,0,4,88,7,7,0,0,54,24,3
273,5,1,0,3,88,7,1,0,0,80,24,3
208,5,1,0,17,89,7,9,0,0,12,24,3
260,5,1,0,5,89,7,7,0,0,52,24,3
250,5,1,0,5,90,7,1,0,0,50,24,3
255,5,1,0,7,91,7,8,0,0,32,24,3
51,5,1,0,1,91,7,8,0,0,40,24,3
237,5,1,0,7,92,7,8,0,0,32,24,3
295,5,1,0,7,92,7,8,0,0,40,24,3
180,5,1,0,10,93,7,9,0,0,18,24,3
256,5,1,0,5,93,7,8,0,0,48,24,3
286,5,1,0,5,94,7,8,0,0,49,24,3
70,5,1,0,1,95,7,8,0,0,48,24,3
210,5,1,0,2,95,7,5,0,0,77,24,3
131,5,1,0,3,96,7,8,0,0,39,24,3
238,5,1,0,14,96,7,9,0,0,17,24,3
92,5,1,0,1,97,7,5,0,0,79,24,3
210,5,1,0,15,98,7,9,0,0,14,24,3
163,5,1,0,4,98,7,8,0,0,38,24,3
85,5,1,0,1,99,7,6,0,0,64,24,3
162,5,1,0,6,99,7,9,0,0,27,24,3
61,5,1,0,0,100,7,5,0,0,78,24,3
226,5,1,0,5,101,7,8,0,0,40,24,3
61,5,1,0,2,101,7,9,0,0,25,24,3
87,5,1,0,1,102,7,7,0,0,56,24,3
88,5,1,0,3,102,7,9,0,0,28,24,3
101,5,1,0,1,103,7,5,0,0,77,24,3
273,5,1,0,10,103,7,9,0,0,25,24,3
184,5,1,0,5,104,7,8,0,0,32,24,3
281,5,1,0,4,105,7,7,0,0,58,24,3
282,5,1,0,4,105,7,6,0,0,64,24,3
179,5,1,0,5,106,7,8,0,0,31,24,3
205,5,1,0,5,106,7,8,0,0,41,24,3
150,5,1,0,7,107,7,9,0,0,20,24,3
53,5,1,0,0,108,7,6,0,0,63,24,3
54,5,1,0,0,108,7,4,0,0,86,24,3
219,5,1,0,3,109,7,1,0,0,70,24,3
126,5,1,0,1,109,7,6,0,0,67,24,3
200,5,1,0,4,110,7,8,0,0,41,24,3
225,5,1,0,12,111,7,9,0,0,18,24,3
251,5,1,0,5,111,7,8,0,0,44,24,3
213,5,1,0,4,112,7,7,0,0,52,24,3
279,5,1,0,5,112,7,1,0,0,50,24,3
108,5,1,0,1,113,7,4,0,0,86,24,3
107,5,1,0,3,113,7,1,0,0,30,24,3
44,5,1,0,0,114,7,6,0,0,64,24,3
180,5,1,0,5,115,7,8,0,0,32,24,3
274,5,1,0,6,115,7,8,0,0,42,24,3
213,5,1,0,3,116,7,6,0,0,68,24,3
99,5,1,0,2,116,7,8,0,0,38,24,3
67,5,1,0,1,117,7,8,0,0,46,24,3
85,5,1,0,7,118,7,9,0,0,12,24,3
269,5,1,0,14,118,7,9,0,0,18,24,3
70,5,1,0,1,119,7,8,0,0,45,24,3
244,5,1,0,5,119,7,8,0,0,43,24,3
131,5,2,0,1,120,7,5,0,0,72,25,3
187,5,2,0,2,121,7,5,0,0,78,25,3
167,5,2,0,3,121,7,8,0,0,48,25,3
279,5,2,0,3,122,7,4,0,0,89,25,3
125,5,2,0,2,122,7,7,0,0,51,25,3
230,5,2,0,5,123,7,8,0,0,42,25,3
284,5,2,0,6,123,7,8,0,0,44,25,3
94,5,2,0,1,124,7,4,0,0,87,25,3
191,5,2,0,2,125,7,6,0,0,64,25,3
73,5,2,0,0,125,7,5,0,0,78,25,3
248,5,2,0,6,126,7,8,0,0,40,25,3
237,5,2,0,4,126,7,7,0,0,54,25,3
273,5,2,0,3,127,7,1,0,0,80,25,3
208,5,2,0,17,128,7,9,0,0,12,25,3
260,5,2,0,5,128,7,7,0,0,52,25,3
250,5,2,0,5,129,7,1,0,0,50,25,3
255,5,2,0,7,129,7,8,0,0,32,25,3
51,5,2,0,1,130,7,8,0,0,40,25,3
237,5,2,0,7,130,7,8,0,0,32,25,3
295,5,2,0,7,131,7,8,0,0,40,25,3
180,5,2,0,10,132,7,9,0,0,18,25,3
256,5,2,0,5,132,7,8,0,0,48,25,3
286,5,2,0,5,133,7,8,0,0,49,25,3
70,5,2,0,1,133,7,8,0,0,48,25,3
210,5,2,0,2,134,7,5,0,0,77,25,3
131,5,2,0,3,135,7,8,0,0,39,25,3
238,5,2,0,14,135,7,9,0,0,17,25,3
92,5,2,0,1,136,7,5,0,0,79,25,3
210,5,2,0,15,136,7,9,0,0,14,25,3
163,5,2,0,4,137,7,8,0,0,38,25,3
85,5,2,0,1,138,7,6,0,0,64,25,3
106,5,2,0,2,138,7,8,0,0,38,25,3
220,5,2,0,13,139,7,9,0,0,16,25,3
225,5,2,0,8,139,7,9,0,0,27,25,3
197,5,2,0,8,140,7,9,0,0,23,25,3
114,5,2,0,4,141,7,9,0,0,26,25,3
44,5,2,0,0,141,7,4,0,0,89,25,3
212,5,2,0,5,142,7,8,0,0,41,25,3
270,5,2,0,3,142,7,4,0,0,88,25,3
281,5,2,0,17,143,7,9,0,0,16,25,3
59,5,2,0,0,143,7,5,0,0,73,25,3
121,5,2,0,8,144,7,9,0,0,15,25,3
267,5,2,0,4,145,7,7,0,0,58,25,3
162,5,2,0,1,145,7,4,0,0,88,25,3
157,5,2,0,2,146,7,6,0,0,66,25,3
287,5,2,0,3,146,7,4,0,0,82,25,3
268,5,2,0,5,147,7,8,0,0,45,25,3
199,5,2,0,6,148,7,8,0,0,33,25,3
112,5,2,0,4,148,7,9,0,0,26,25,3
67,5,2,0,1,149,7,8,0,0,42,25,3
63,5,2,0,2,149,7,9,0,0,23,25,3
275,5,2,0,6,150,7,8,0,0,44,25,3
206,5,2,0,3,150,7,6,0,0,61,25,3
287,5,2,0,26,151,7,9,0,0,11,25,3
218,5,2,0,6,152,7,8,0,0,35,25,3
166,5,2,0,13,152,7,9,0,0,12,25,3
102,5,2,0,2,153,7,8,0,0,47,25,3
262,5,2,0,3,153,7,1,0,0,80,25,3
285,5,2,0,20,154,7,9,0,0,14,25,3
60,5,2,0,1,155,7,8,0,0,33,25,3
268,5,2,0,11,155,7,9,0,0,23,25,3
295,5,2,0,22,156,7,9,0,0,13,25,3
54,5,2,0,0,156,7,7,0,0,58,25,3
87,5,2,0,5,157,7,9,0,0,15,25,3
162,5,2,0,6,158,7,9,0,0,27,25,3
61,5,2,0,0,158,7,5,0,0,78,25,3
226,5,2,0,5,159,7,8,0,0,40,25,3
61,5,2,0,2,159,7,9,0,0,25,25,3
87,5,2,0,1,160,7,7,0,0,56,25,3
88,5,2,0,3,161,7,9,0,0,28,25,3
101,5,2,0,1,161,7,5,0,0,77,25,3
273,5,2,0,10,162,7,9,0,0,25,25,3
184,5,2,0,5,162,7,8,0,0,32,25,3
281,5,2,0,4,163,7,7,0,0,58,25,3
282,5,2,0,4,163,7,6,0,0,64,25,3
179,5,2,0,5,164,7,8,0,0,31,25,3
205,5,2,0,5,165,7,8,0,0,41,25,3
150,5,2,0,7,165,7,9,0,0,20,25,3
53,5,2,0,0,166,7,6,0,0,63,25,3
54,5,2,0,0,166,7,4,0,0,86,25,3
219,5,2,0,3,167,7,1,0,0,70,25,3
126,5,2,0,1,168,7,6,0,0,67,25,3
200,5,2,0,4,168,7,8,0,0,41,25,3
225,5,2,0,12,169,7,9,0,0,18,25,3
251,5,2,0,5,169,7,8,0,0,44,25,3
213,5,2,0,4,170,7,7,0,0,52,25,3
279,5,2,0,5,170,7,1,0,0,50,25,3
108,5,2,0,1,171,7,4,0,0,86,25,3
107,5,2,0,3,172,7,1,0,0,30,25,3
44,5,2,0,0,172,7,6,0,0,64,25,3
180,5,2,0,5,173,7,8,0,0,32,25,3
274,5,2,0,6,173,7,8,0,0,42,25,3
213,5,2,0,3,174,7,6,0,0,68,25,3
99,5,2,0,2,175,7,8,0,0,38,25,3
67,5,2,0,1,175,7,8,0,0,46,25,3
85,5,2,0,7,176,7,9,0,0,12,25,3
269,5,2,0,14,176,7,9,0,0,18,25,3
70,5,2,0,1,177,7,8,0,0,45,25,3
244,5,2,0,5,178,7,8,0,0,43,25,3
131,5,2,0,1,178,7,5,0,0,72,25,3
187,5,2,0,2,179,7,5,0,0,78,25,3
167,5,2,0,3,179,7,8,0,0,48,25,3
279,5,3,0,3,180,7,4,0,0,89,27,3
125,5,3,0,2,181,7,7,0,0,51,27,3
230,5,3,0,5,181,7,8,0,0,42,27,3
284,5,3,0,6,182,7,8,0,0,44,27,3
94,5,3,0,1,182,7,4,0,0,87,27,3
191,5,3,0,2,183,7,6,0,0,64,27,3
73,5,3,0,0,183,7,5,0,0,78,27,3
248,5,3,0,6,184,7,8,0,0,40,27,3
237,5,3,0,4,185,7,7,0,0,54,27,3
273,5,3,0,3,185,7,1,0,0,80,27,3
208,5,3,0,17,186,7,9,0,0,12,27,3
260,5,3,0,5,186,7,7,0,0,52,27,3
250,5,3,0,5,187,7,1,0,0,50,27,3
255,5,3,0,7,188,7,8,0,0,32,27,3
51,5,3,0,1,188,7,8,0,0,40,27,3
237,5,3,0,7,189,7,8,0,0,32,27,3
295,5,3,0,7,189,7,8,0,0,40,27,3
180,5,3,0,10,190,7,9,0,0,18,27,3
256,5,3,0,5,190,7,8,0,0,48,27,3
286,5,3,0,5,191,7,8,0,0,49,27,3
70,5,3,0,1,192,7,8,0,0,48,27,3
210,5,3,0,2,192,7,5,0,0,77,27,3
131,5,3,0,3,193,7,8,0,0,39,27,3
238,5,3,0,14,193,7,9,0,0,17,27,3
92,5,3,0,1,194,7,5,0,0,79,27,3
210,5,3,0,15,195,7,9,0,0,14,27,3
163,5,3,0,4,195,7,8,0,0,38,27,3
85,5,3,0,1,196,7,6,0,0,64,27,3
106,5,3,0,2,196,7,8,0,0,38,27,3
220,5,3,0,13,197,7,9,0,0,16,27,3
225,5,3,0,8,198,7,9,0,0,27,27,3
197,5,3,0,8,198,7,9,0,0,23,27,3
114,5,3,0,4,199,7,9,0,0,26,27,3
44,5,3,0,0,199,7,4,0,0,89,27,3
212,5,3,0,5,200,7,8,0,0,41,27,3
270,5,3,0,3,200,7,4,0,0,88,27,3
281,5,3,0,17,201,7,9,0,0,16,27,3
59,5,3,0,0,202,7,5,0,0,73,27,3
121,5,3,0,8,202,7,9,0,0,15,27,3
267,5,3,0,4,203,7,7,0,0,58,27,3
162,5,3,0,1,203,7,4,0,0,88,27,3
157,5,3,0,2,204,7,6,0,0,66,27,3
287,5,3,0,3,205,7,4,0,0,82,27,3
268,5,3,0,5,205,7,8,0,0,45,27,3
199,5,3,0,6,206,7,8,0,0,33,27,3
112,5,3,0,4,206,7,9,0,0,26,27,3
67,5,3,0,1,207,7,8,0,0,42,27,3
63,5,3,0,2,208,7,9,0,0,23,27,3
275,5,3,0,6,208,7,8,0,0,44,27,3
206,5,3,0,3,209,7,6,0,0,61,27,3
287,5,3,0,26,209,7,9,0,0,11,27,3
218,5,3,0,6,210,7,8,0,0,35,27,3
166,5,3,0,13,210,7,9,0,0,12,27,3
102,5,3,0,2,211,7,8,0,0,47,27,3
262,5,3,0,3,212,7,1,0,0,80,27,3
285,5,3,0,20,212,7,9,0,0,14,27,3
60,5,3,0,1,213,7,8,0,0,33,27,3
268,5,3,0,11,213,7,9,0,0,23,27,3
295,5,3,0,22,214,7,9,0,0,13,27,3
54,5,3,0,0,215,7,7,0,0,58,27,3
87,5,3,0,5,215,7,9,0,0,15,27,3
73,5,3,0,0,216,7,5,0,0,79,27,3
261,5,3,0,3,216,7,5,0,0,78,27,3
284,5,3,0,5,217,7,7,0,0,55,27,3
104,5,3,0,6,218,7,9,0,0,17,27,3
228,5,3,0,2,218,7,4,0,0,85,27,3
77,5,3,0,1,219,7,8,0,0,47,27,3
164,5,3,0,4,219,7,8,0,0,36,27,3
57,5,3,0,0,220,7,4,0,0,87,27,3
176,5,3,0,11,220,7,9,0,0,15,27,3
291,5,3,0,6,221,7,8,0,0,46,27,3
159,5,3,0,4,222,7,8,0,0,37,27,3
186,5,3,0,2,222,7,4,0,0,87,27,3
284,5,3,0,4,223,7,1,0,0,60,27,3
225,5,3,0,3,223,7,6,0,0,62,27,3
142,5,3,0,1,224,7,5,0,0,76,27,3
268,5,3,0,15,225,7,9,0,0,17,27,3
185,5,3,0,8,225,7,9,0,0,21,27,3
213,5,3,0,2,226,7,5,0,0,75,27,3
68,5,3,0,1,226,7,8,0,0,49,27,3
110,5,3,0,1,227,7,7,0,0,58,27,3
164,5,3,0,5,228,7,9,0,0,28,27,3
173,5,3,0,4,228,7,8,0,0,42,27,3
229,5,3,0,5,229,7,8,0,0,39,27,3
105,5,3,0,1,229,7,7,0,0,56,27,3
67,5,3,0,0,230,7,5,0,0,73,27,3
159,5,3,0,13,230,7,9,0,0,12,27,3
278,5,3,0,3,231,7,5,0,0,79,27,3
55,5,3,0,0,232,7,5,0,0,75,27,3
224,5,3,0,10,232,7,9,0,0,22,27,3
283,5,3,0,3,233,7,4,0,0,81,27,3
298,5,3,0,18,233,7,9,0,0,16,27,3
79,5,3,0,1,234,7,8,0,0,40,27,3
171,5,3,0,6,235,7,9,0,0,25,27,3
162,5,3,0,6,235,7,9,0,0,27,27,3
61,5,3,0,0,236,7,5,0,0,78,27,3
226,5,3,0,5,236,7,8,0,0,40,27,3
61,5,3,0,2,237,7,9,0,0,25,27,3
87,5,3,0,1,238,7,7,0,0,56,27,3
88,5,3,0,3,238,7,9,0,0,28,27,3
101,5,3,0,1,239,7,5,0,0,77,27,3
273,5,3,0,10,239,7,9,0,0,25,27,3
184,5,4,0,5,240,7,8,0,0,32,30,3
281,5,4,0,4,240,7,7,0,0,58,30,3
282,5,4,0,4,241,7,6,0,0,64,30,3
179,5,4,0,5,242,7,8,0,0,31,30,3
205,5,4,0,5,242,7,8,0,0,41,30,3
150,5,4,0,7,243,7,9,0,0,20,30,3
53,5,4,0,0,243,7,6,0,0,63,30,3
54,5,4,0,0,244,7,4,0,0,86,30,3
219,5,4,0,3,245,7,1,0,0,70,30,3
126,5,4,0,1,245,7,6,0,0,67,30,3
200,5,4,0,4,246,7,8,0,0,41,30,3
225,5,4,0,12,246,7,9,0,0,18,30,3
251,5,4,0,5,247,7,8,0,0,44,30,3
213,5,4,0,4,247,7,7,0,0,52,30,3
279,5,4,0,5,248,7,1,0,0,50,30,3
108,5,4,0,1,249,7,4,0,0,86,30,3
107,5,4,0,3,249,7,1,0,0,30,30,3
44,5,4,0,0,250,7,6,0,0,64,30,3
180,5,4,0,5,250,7,8,0,0,32,30,3
274,5,4,0,6,251,7,8,0,0,42,30,3
213,5,4,0,3,252,7,6,0,0,68,30,3
99,5,4,0,2,252,7,8,0,0,38,30,3
67,5,4,0,1,253,7,8,0,0,46,30,3
85,5,4,0,7,253,7,9,0,0,12,30,3
269,5,4,0,14,254,7,9,0,0,18,30,3
70,5,4,0,1,255,7,8,0,0,45,30,3
244,5,4,0,5,255,7,8,0,0,43,30,3
131,5,4,0,1,256,7,5,0,0,72,30,3
187,5,4,0,2,256,7,5,0,0,78,30,3
167,5,4,0,3,257,7,8,0,0,48,30,3
279,5,4,0,3,258,7,4,0,0,89,30,3
125,5,4,0,2,258,7,7,0,0,51,30,3
230,5,4,0,5,259,7,8,0,0,42,30,3
284,5,4,0,6,259,7,8,0,0,44,30,3
94,5,4,0,1,260,7,4,0,0,87,30,3
191,5,4,0,2,260,7,6,0,0,64,30,3
73,5,4,0,0,261,7,5,0,0,78,30,3
248,5,4,0,6,262,7,8,0,0,40,30,3
237,5,4,0,4,262,7,7,0,0,54,30,3
273,5,4,0,3,263,7,1,0,0,80,30,3
208,5,4,0,17,263,7,9,0,0,12,30,3
260,5,4,0,5,264,7,7,0,0,52,30,3
250,5,4,0,5,265,7,1,0,0,50,30,3
255,5,4,0,7,265,7,8,0,0,32,30,3
51,5,4,0,1,266,7,8,0,0,40,30,3
237,5,4,0,7,266,7,8,0,0,32,30,3
295,5,4,0,7,267,7,8,0,0,40,30,3
180,5,4,0,10,267,7,9,0,0,18,30,3
256,5,4,0,5,268,7,8,0,0,48,30,3
286,5,4,0,5,269,7,8,0,0,49,30,3
70,5,4,0,1,269,7,8,0,0,48,30,3
210,5,15,2,2,934,7,5,1,0,77,20,5
181,5,15,2,2,934,7,5,1,0,72,20,5
113,5,15,2,1,935,7,4,1,0,84,20,5
148,5,15,2,2,935,7,5,1,0,74,20,5
123,5,15,2,2,936,7,8,1,0,43,20,5
212,5,15,2,10,944,7,9,1,0,20,20,5
76,5,15,2,1,945,7,7,1,0,53,20,5
216,5,15,2,6,946,7,8,1,0,36,20,5
240,5,15,2,3,946,7,5,1,0,76,20,5
159,5,15,2,4,947,7,8,1,0,34,20,5
143,5,15,2,13,947,7,9,1,0,11,20,5
232,5,15,2,3,948,7,6,1,0,61,20,5
46,5,15,2,0,949,7,7,1,0,53,20,5
227,5,15,2,5,949,7,8,1,0,39,20,5
222,5,15,2,2,950,7,1,1,0,90,20,5
214,5,15,2,3,950,7,6,1,0,68,20,5
255,5,15,2,3,951,7,6,1,0,69,20,5
199,5,15,2,3,951,7,1,1,0,60,20,5
51,5,15,2,2,952,7,9,1,0,24,20,5
186,5,15,2,3,953,7,8,1,0,47,20,5
176,5,15,2,1,953,7,1,1,0,90,20,5
49,5,15,2,0,954,7,6,1,0,63,20,5
85,5,15,2,0,954,7,4,1,0,87,20,5
259,5,15,2,3,955,7,5,1,0,71,20,5
108,5,15,2,1,956,7,4,1,0,83,20,5
159,5,15,2,15,956,7,9,1,0,10,20,5
191,5,15,2,11,957,7,9,1,0,17,20,5
125,5,15,2,1,957,7,1,1,0,70,20,5
242,5,15,2,6,958,7,8,1,0,39,20,5
69,5,15,2,1,959,7,7,1,0,58,20,5
166,5,15,2,2,959,7,5,1,0,77,20,5
226,5,16,0,3,960,7,6,0,0,67,18,5
65,5,16,0,0,960,7,1,0,0,80,18,5
66,5,16,0,2,961,7,9,0,0,29,18,5
58,5,16,0,1,961,7,8,0,0,45,18,5
83,5,16,0,2,962,7,8,0,0,35,18,5
198,5,16,0,5,963,7,8,0,0,35,18,5
208,5,16,0,2,963,7,4,0,0,86,18,5
120,5,16,0,7,964,7,9,0,0,17,18,5
76,5,16,0,1,964,7,7,0,0,53,18,5
216,5,16,0,6,965,7,8,0,0,36,18,5
240,5,16,0,3,966,7,5,0,0,76,18,5
159,5,16,0,4,966,7,8,0,0,34,18,5
143,5,16,0,13,967,7,9,0,0,11,18,5
232,5,16,0,3,967,7,6,0,0,61,18,5
46,5,16,0,0,968,7,7,0,0,53,18,5
227,5,16,0,5,969,7,8,0,0,39,18,5
222,5,16,0,2,969,7,1,0,0,90,18,5
214,5,16,0,3,970,7,6,0,0,68,18,5
255,5,16,0,3,970,7,6,0,0,69,18,5
199,5,16,0,3,971,7,1,0,0,60,18,5
51,5,16,0,2,971,7,9,0,0,24,18,5
186,5,16,0,3,972,7,8,0,0,47,18,5
176,5,16,0,1,973,7,1,0,0,90,18,5
49,5,16,0,0,973,7,6,0,0,63,18,5
85,5,16,0,0,974,7,4,0,0,87,18,5
259,5,16,0,3,974,7,5,0,0,71,18,5
108,5,16,0,1,975,7,4,0,0,83,18,5
159,5,16,0,15,976,7,9,0,0,10,18,5
191,5,16,0,11,976,7,9,0,0,17,18,5
125,5,16,0,1,977,7,1,0,0,70,18,5
242,5,16,0,6,977,7,8,0,0,39,18,5
69,5,16,0,1,978,7,7,0,0,58,18,5
166,5,16,0,2,979,7,5,0,0,77,18,5
226,5,16,0,3,979,7,6,0,0,67,18,5
65,5,16,0,0,980,7,1,0,0,80,18,5
66,5,16,0,2,980,7,9,0,0,29,18,5
58,5,16,0,1,981,7,8,0,0,45,18,5
83,5,16,0,2,981,7,8,0,0,35,18,5
198,5,16,0,5,982,7,8,0,0,35,18,5
208,5,16,0,2,983,7,4,0,0,86,18,5
120,5,16,0,7,983,7,9,0,0,17,18,5
204,5,16,0,3,984,7,7,0,0,57,18,5
112,5,16,0,1,984,7,6,0,0,66,18,5
266,5,16,0,4,985,7,1,0,0,60,18,5
279,5,16,0,3,986,7,4,0,0,82,18,5
101,5,16,0,1,986,7,4,0,0,87,18,5
263,5,16,0,3,987,7,5,0,0,77,18,5
184,5,16,0,5,987,7,8,0,0,36,18,5
68,5,16,0,1,988,7,6,0,0,67,18,5
137,5,16,0,3,989,7,8,0,0,35,18,5
48,5,16,0,4,989,7,9,0,0,10,18,5
223,5,16,0,2,990,7,1,0,0,90,18,5
210,5,16,0,3,990,7,7,0,0,57,18,5
212,5,16,0,3,991,7,6,0,0,63,18,5
259,5,16,0,3,991,7,5,0,0,77,18,5
62,5,16,0,1,992,7,8,0,0,37,18,5
136,5,16,0,1,993,7,4,0,0,81,18,5
209,5,16,0,8,993,7,9,0,0,26,18,5
